2017.11.12_03:09:22,122.29,172.06,206.69,27.33,29.78,35.37,24.31,5.76,969.13,176.57,231.13,283.06,40.77,45.71,48.85,25.13,73.97,976.40,83.62,P; Tset = 16.80; Ttrue = NaN; T1 = 24.06; RH1 = 84.55; T2 = 24.90; RH2 = 83.63
2017.11.12_04:41:22,107.58,148.28,183.45,22.35,24.98,30.13,23.10,6.39,1001.55,113.90,146.96,184.17,24.68,29.17,32.69,24.04,9.21,1008.73,10.03,P; Tset = 40.00; Ttrue = NaN; T1 = 21.67; RH1 = 11.53; T2 = 23.85; RH2 = 10.20
2017.11.12_04:42:22,108.29,146.96,185.07,22.75,24.64,28.56,23.08,6.40,1001.60,114.50,147.87,183.80,25.44,29.81,33.16,24.01,9.20,1008.80,10.04,P; Tset = 40.20; Ttrue = NaN; T1 = 21.63; RH1 = 11.55; T2 = 23.80; RH2 = 10.21
2017.11.12_04:43:22,105.89,147.74,188.78,23.92,24.58,32.29,23.06,6.42,1001.64,113.21,144.01,187.23,23.41,29.08,32.96,23.98,9.19,1008.83,10.05,P; Tset = 40.40; Ttrue = NaN; T1 = 21.60; RH1 = 11.56; T2 = 23.76; RH2 = 10.22
2017.11.12_04:44:22,110.18,149.97,186.62,23.24,25.59,31.07,23.03,6.44,1001.69,110.22,150.06,186.19,24.11,28.80,33.93,23.96,9.19,1008.88,10.06,P; Tset = 40.40; Ttrue = NaN; T1 = 21.57; RH1 = 11.59; T2 = 23.73; RH2 = 10.23
2017.11.12_04:45:22,107.17,150.29,191.41,25.46,26.08,32.47,23.00,6.45,1001.75,117.99,151.78,185.41,24.60,28.64,34.04,23.92,9.17,1008.93,10.07,P; Tset = 40.60; Ttrue = NaN; T1 = 21.53; RH1 = 11.60; T2 = 23.71; RH2 = 10.24
2017.11.12_04:46:22,107.43,149.86,195.95,23.54,25.42,31.30,22.95,6.45,1001.78,118.16,154.30,186.66,24.28,29.02,32.60,23.88,9.16,1008.97,10.08,P; Tset = 40.80; Ttrue = NaN; T1 = 21.50; RH1 = 11.60; T2 = 23.69; RH2 = 10.24
2017.11.12_04:47:22,108.18,149.85,188.59,23.43,25.42,32.00,22.91,6.42,1001.81,115.36,151.03,183.93,24.12,28.60,33.43,23.85,9.12,1009.00,10.04,P; Tset = 40.80; Ttrue = NaN; T1 = 21.46; RH1 = 11.54; T2 = 23.67; RH2 = 10.20
2017.11.12_04:48:22,112.35,150.31,191.69,22.90,25.43,31.15,22.88,6.40,1001.80,117.08,147.87,187.13,25.40,29.46,34.06,23.81,9.08,1008.97,10.00,P; Tset = 41.00; Ttrue = NaN; T1 = 21.42; RH1 = 11.50; T2 = 23.65; RH2 = 10.15
2017.11.12_04:49:22,111.61,151.21,190.60,22.00,25.41,31.50,22.86,6.38,1001.79,111.72,153.55,188.10,23.94,28.04,33.06,23.78,9.05,1008.96,9.99,P; Tset = 41.20; Ttrue = NaN; T1 = 21.38; RH1 = 11.50; T2 = 23.61; RH2 = 10.13
2017.11.12_04:50:22,109.95,152.22,193.77,24.51,25.73,31.51,22.84,6.40,1001.79,116.76,149.21,188.83,23.52,28.42,34.63,23.75,9.05,1008.96,9.99,P; Tset = 41.20; Ttrue = NaN; T1 = 21.34; RH1 = 11.52; T2 = 23.57; RH2 = 10.14
2017.11.12_04:51:22,105.31,153.28,195.37,25.87,27.51,30.99,22.81,6.43,1001.81,117.95,150.37,193.37,24.95,29.46,34.67,23.73,9.05,1008.98,10.01,P; Tset = 41.40; Ttrue = NaN; T1 = 21.31; RH1 = 11.56; T2 = 23.53; RH2 = 10.17
2017.11.12_04:52:22,109.75,149.30,193.09,22.71,25.65,32.91,22.79,6.44,1001.82,116.91,151.04,192.51,26.13,29.74,34.91,23.70,9.04,1009.01,10.02,P; Tset = 41.40; Ttrue = NaN; T1 = 21.28; RH1 = 11.58; T2 = 23.48; RH2 = 10.18
2017.11.12_04:53:22,110.82,154.61,198.28,23.14,25.44,30.86,22.77,6.44,1001.84,110.52,152.86,189.93,23.73,28.28,35.28,23.67,9.02,1009.02,10.01,P; Tset = 41.60; Ttrue = NaN; T1 = 21.24; RH1 = 11.56; T2 = 23.46; RH2 = 10.17
2017.11.12_04:54:22,114.77,152.80,194.49,26.74,25.86,30.85,22.73,6.42,1001.90,116.20,151.10,189.33,24.06,28.91,34.95,23.64,8.99,1009.07,9.97,P; Tset = 41.80; Ttrue = NaN; T1 = 21.20; RH1 = 11.52; T2 = 23.42; RH2 = 10.14
2017.11.12_04:55:22,115.62,157.34,202.43,25.00,26.08,32.59,22.69,6.42,1001.92,116.96,158.38,192.20,26.81,31.52,35.26,23.60,8.97,1009.11,9.95,P; Tset = 41.80; Ttrue = NaN; T1 = 21.17; RH1 = 11.51; T2 = 23.39; RH2 = 10.11
2017.11.12_04:56:22,115.46,158.30,200.37,24.94,27.72,33.19,22.65,6.42,1001.89,126.16,159.59,194.55,27.20,30.10,35.85,23.57,8.96,1009.08,9.95,P; Tset = 42.00; Ttrue = NaN; T1 = 21.13; RH1 = 11.50; T2 = 23.37; RH2 = 10.11
2017.11.12_04:57:22,116.57,159.49,201.11,26.19,27.07,32.19,22.62,6.41,1001.82,124.51,164.75,198.21,26.41,32.53,37.25,23.54,8.93,1009.03,9.93,P; Tset = 42.00; Ttrue = NaN; T1 = 21.09; RH1 = 11.47; T2 = 23.35; RH2 = 10.09
2017.11.12_04:58:22,112.21,159.26,202.53,24.69,29.31,34.01,22.59,6.36,1001.82,123.51,159.55,198.18,24.58,30.45,35.52,23.51,8.88,1008.98,9.88,P; Tset = 42.20; Ttrue = NaN; T1 = 21.06; RH1 = 11.41; T2 = 23.33; RH2 = 10.04
2017.11.12_04:59:22,115.97,156.96,201.53,24.86,28.08,32.68,22.57,6.38,1001.83,122.47,155.23,191.82,26.45,31.38,34.72,23.49,8.87,1008.97,9.88,P; Tset = 42.40; Ttrue = NaN; T1 = 21.02; RH1 = 11.45; T2 = 23.28; RH2 = 10.03
2017.11.12_05:00:22,117.10,154.83,201.56,23.28,28.10,34.38,22.55,6.46,1001.82,119.00,159.92,191.58,27.66,30.15,34.65,23.45,8.91,1008.97,9.97,P; Tset = 42.40; Ttrue = NaN; T1 = 20.99; RH1 = 11.57; T2 = 23.24; RH2 = 10.11
2017.11.12_05:01:22,121.15,158.83,197.69,23.07,32.56,33.77,22.52,6.56,1001.82,119.80,156.17,191.27,24.90,29.85,36.73,23.43,8.98,1008.96,10.09,P; Tset = 42.60; Ttrue = NaN; T1 = 20.96; RH1 = 11.72; T2 = 23.21; RH2 = 10.22
2017.11.12_05:02:22,113.37,157.63,203.74,24.37,26.61,32.00,22.50,6.65,1001.80,124.99,154.58,194.91,25.64,29.46,35.11,23.40,9.05,1008.94,10.20,P; Tset = 42.60; Ttrue = NaN; T1 = 20.93; RH1 = 11.86; T2 = 23.16; RH2 = 10.34
2017.11.12_05:03:22,112.41,153.47,199.88,25.45,26.85,31.40,22.46,6.71,1001.77,119.47,157.36,191.67,24.68,31.74,34.79,23.37,9.10,1008.91,10.27,P; Tset = 42.80; Ttrue = NaN; T1 = 20.90; RH1 = 11.93; T2 = 23.14; RH2 = 10.42
2017.11.12_05:04:22,112.00,160.51,196.39,25.00,26.23,31.71,22.43,6.77,1001.76,121.38,155.50,193.02,26.90,30.79,35.00,23.34,9.14,1008.91,10.33,P; Tset = 43.00; Ttrue = NaN; T1 = 20.86; RH1 = 12.01; T2 = 23.12; RH2 = 10.47
2017.11.12_05:05:22,107.80,156.21,199.88,23.48,27.03,33.16,22.39,6.84,1001.76,120.22,155.04,192.55,24.30,29.60,35.02,23.30,9.18,1008.91,10.40,P; Tset = 43.00; Ttrue = NaN; T1 = 20.84; RH1 = 12.09; T2 = 23.09; RH2 = 10.53
