2017.11.09_22:04:26,228.22,292.46,348.58,37.12,40.03,48.87,22.87,15.20,967.53,385.58,451.28,510.93,54.21,59.67,66.63,23.79,72.47,974.54,82.69,P; Tset = 14.60; Ttrue = NaN; T1 = 22.13; RH1 = 87.70; T2 = 23.38; RH2 = 82.81
2017.11.09_23:36:26,216.71,278.81,335.44,37.61,41.60,45.06,23.85,15.06,1001.19,224.53,277.65,320.50,36.55,39.20,46.26,24.68,18.04,1008.53,19.48,P; Tset = 37.80; Ttrue = NaN; T1 = 22.70; RH1 = 21.96; T2 = 24.47; RH2 = 19.72
2017.11.09_23:37:26,225.00,283.66,340.73,39.86,39.32,48.32,23.85,15.04,1001.09,227.16,281.51,333.36,37.61,40.90,46.78,24.68,18.00,1008.45,19.46,P; Tset = 38.00; Ttrue = NaN; T1 = 22.69; RH1 = 21.97; T2 = 24.47; RH2 = 19.67
2017.11.09_23:38:26,193.10,240.38,288.20,34.59,37.68,42.15,23.85,14.85,1001.10,198.47,238.30,271.49,32.80,35.90,40.22,24.67,17.83,1008.46,19.25,P; Tset = 38.20; Ttrue = NaN; T1 = 22.69; RH1 = 21.63; T2 = 24.47; RH2 = 19.53
2017.11.09_23:39:26,145.43,175.73,210.54,26.18,26.12,30.53,23.85,14.13,1001.07,150.55,179.93,210.52,24.63,27.12,32.21,24.67,17.22,1008.43,18.41,P; Tset = 38.20; Ttrue = NaN; T1 = 22.68; RH1 = 20.64; T2 = 24.47; RH2 = 18.73
2017.11.09_23:40:26,165.90,211.68,254.67,29.32,31.57,35.55,23.84,13.95,1001.10,173.32,214.92,255.57,27.96,34.41,37.63,24.67,16.97,1008.45,18.14,P; Tset = 38.40; Ttrue = NaN; T1 = 22.67; RH1 = 20.45; T2 = 24.47; RH2 = 18.37
2017.11.09_23:41:26,172.24,222.10,261.67,29.91,32.63,38.66,23.84,13.89,1001.10,182.82,218.73,249.36,29.95,34.51,37.94,24.67,16.87,1008.46,18.09,P; Tset = 38.60; Ttrue = NaN; T1 = 22.66; RH1 = 20.41; T2 = 24.46; RH2 = 18.31
2017.11.09_23:42:26,166.14,207.54,253.12,27.31,29.96,34.69,23.84,13.71,1001.07,171.92,202.02,238.20,31.77,32.26,36.62,24.67,16.70,1008.45,17.91,P; Tset = 38.60; Ttrue = NaN; T1 = 22.66; RH1 = 20.20; T2 = 24.46; RH2 = 18.15
2017.11.09_23:43:26,161.92,200.43,241.42,29.92,29.63,32.27,23.84,13.58,1001.11,169.48,204.54,235.27,28.33,35.38,36.94,24.67,16.54,1008.47,17.75,P; Tset = 38.80; Ttrue = NaN; T1 = 22.65; RH1 = 20.03; T2 = 24.46; RH2 = 17.97
2017.11.09_23:44:26,155.53,199.44,235.84,27.17,28.25,33.13,23.84,13.47,1001.09,162.56,193.92,223.18,26.66,31.25,33.74,24.65,16.40,1008.45,17.65,P; Tset = 39.00; Ttrue = NaN; T1 = 22.65; RH1 = 19.90; T2 = 24.46; RH2 = 17.86
2017.11.09_23:45:26,155.15,199.27,238.46,27.40,26.66,34.42,23.84,13.40,1001.06,165.61,198.33,233.39,28.48,31.14,34.46,24.66,16.31,1008.41,17.57,P; Tset = 39.00; Ttrue = NaN; T1 = 22.64; RH1 = 19.84; T2 = 24.46; RH2 = 17.77
2017.11.09_23:46:26,151.76,195.14,223.73,26.33,26.58,32.77,23.84,13.32,1001.10,161.05,195.68,221.23,27.82,30.33,37.72,24.65,16.21,1008.45,17.49,P; Tset = 39.20; Ttrue = NaN; T1 = 22.64; RH1 = 19.73; T2 = 24.46; RH2 = 17.69
2017.11.09_23:47:26,156.78,199.42,234.14,26.30,27.62,32.78,23.84,13.25,1001.13,157.91,196.31,224.37,26.07,29.94,35.95,24.65,16.12,1008.47,17.41,P; Tset = 39.20; Ttrue = NaN; T1 = 22.63; RH1 = 19.66; T2 = 24.46; RH2 = 17.60
2017.11.09_23:48:26,148.01,193.83,229.62,27.12,29.91,34.21,23.84,13.18,1001.15,158.31,187.58,215.16,25.64,30.37,35.69,24.65,16.04,1008.48,17.33,P; Tset = 39.40; Ttrue = NaN; T1 = 22.63; RH1 = 19.56; T2 = 24.46; RH2 = 17.53
2017.11.09_23:49:26,145.70,178.79,213.14,28.07,28.63,32.60,23.84,13.01,1001.16,149.08,180.81,206.51,27.53,28.98,34.53,24.65,15.87,1008.52,17.12,P; Tset = 39.60; Ttrue = NaN; T1 = 22.62; RH1 = 19.31; T2 = 24.45; RH2 = 17.34
2017.11.09_23:50:26,141.43,173.96,204.00,24.70,26.45,29.89,23.84,12.80,1001.15,146.90,174.43,196.84,23.80,28.29,32.68,24.65,15.66,1008.46,16.87,P; Tset = 39.60; Ttrue = NaN; T1 = 22.62; RH1 = 19.03; T2 = 24.45; RH2 = 17.11
2017.11.09_23:51:26,127.89,155.50,182.68,22.07,22.15,27.28,23.84,12.56,1001.14,128.61,152.34,177.66,26.25,27.49,29.58,24.65,15.44,1008.49,16.60,P; Tset = 39.80; Ttrue = NaN; T1 = 22.61; RH1 = 18.70; T2 = 24.46; RH2 = 16.85
2017.11.09_23:52:26,113.64,139.66,165.34,19.86,21.09,25.86,23.84,12.27,1001.12,119.25,143.09,164.54,21.94,28.15,27.51,24.65,15.13,1008.47,16.24,P; Tset = 39.80; Ttrue = NaN; T1 = 22.60; RH1 = 18.30; T2 = 24.46; RH2 = 16.48
2017.11.09_23:53:26,108.07,132.79,153.96,19.12,19.54,23.81,23.84,12.04,1001.15,110.22,129.46,144.81,20.90,23.58,25.56,24.65,14.90,1008.48,15.97,P; Tset = 40.00; Ttrue = NaN; T1 = 22.60; RH1 = 18.00; T2 = 24.45; RH2 = 16.21
2017.11.09_23:54:26,111.14,137.91,164.56,19.39,20.88,23.45,23.84,11.93,1001.20,116.49,138.33,155.19,20.59,25.03,26.61,24.65,14.75,1008.52,15.83,P; Tset = 40.20; Ttrue = NaN; T1 = 22.60; RH1 = 17.88; T2 = 24.45; RH2 = 16.05
2017.11.09_23:55:26,108.94,132.22,154.58,19.01,19.83,24.23,23.83,11.82,1001.16,108.97,125.60,147.10,20.95,23.61,25.05,24.65,14.64,1008.47,15.73,P; Tset = 40.20; Ttrue = NaN; T1 = 22.59; RH1 = 17.75; T2 = 24.45; RH2 = 15.97
2017.11.09_23:56:26,96.08,120.55,134.06,19.31,18.70,23.22,23.82,11.60,1001.16,103.23,117.65,130.91,18.20,22.29,26.63,24.65,14.42,1008.48,15.47,P; Tset = 40.40; Ttrue = NaN; T1 = 22.58; RH1 = 17.45; T2 = 24.45; RH2 = 15.71
2017.11.09_23:57:26,84.10,102.26,116.64,16.23,15.96,20.11,23.82,11.34,1001.15,94.18,103.00,113.35,17.01,18.17,20.33,24.63,14.17,1008.47,15.17,P; Tset = 40.40; Ttrue = NaN; T1 = 22.57; RH1 = 17.10; T2 = 24.45; RH2 = 15.41
2017.11.09_23:58:26,86.26,104.64,120.13,18.24,17.41,19.86,23.82,11.18,1001.13,90.79,110.68,115.18,19.33,20.12,21.14,24.63,13.98,1008.46,14.98,P; Tset = 40.60; Ttrue = NaN; T1 = 22.57; RH1 = 16.91; T2 = 24.45; RH2 = 15.19
2017.11.09_23:59:26,78.90,99.31,114.62,17.82,18.86,18.54,23.82,11.00,1001.08,81.80,124.18,108.96,15.86,17.98,19.77,24.63,13.78,1008.41,14.77,P; Tset = 40.80; Ttrue = NaN; T1 = 22.56; RH1 = 16.65; T2 = 24.45; RH2 = 15.01
2017.11.10_00:00:26,86.22,96.39,116.51,18.55,17.41,20.23,23.81,10.87,1001.12,86.80,100.21,114.60,17.04,17.76,20.42,24.63,13.62,1008.44,14.62,P; Tset = 40.80; Ttrue = NaN; T1 = 22.56; RH1 = 16.51; T2 = 24.44; RH2 = 14.84
2017.11.10_00:01:26,84.88,97.02,110.47,18.42,15.64,20.62,23.80,10.72,1001.12,86.59,96.97,106.88,16.89,21.62,22.35,24.63,13.47,1008.43,14.46,P; Tset = 41.00; Ttrue = NaN; T1 = 22.55; RH1 = 16.32; T2 = 24.44; RH2 = 14.69
2017.11.10_00:02:26,75.23,93.80,99.05,20.95,15.56,17.23,23.80,10.56,1001.12,85.34,90.83,95.65,17.15,18.20,21.46,24.63,13.30,1008.41,14.28,P; Tset = 41.00; Ttrue = NaN; T1 = 22.55; RH1 = 16.12; T2 = 24.44; RH2 = 14.51
2017.11.10_00:03:26,69.50,83.43,89.00,12.92,15.83,18.67,23.80,10.36,1001.05,73.63,81.58,93.70,15.41,18.71,18.46,24.63,13.09,1008.37,14.02,P; Tset = 41.20; Ttrue = NaN; T1 = 22.54; RH1 = 15.83; T2 = 24.44; RH2 = 14.25
2017.11.10_00:04:26,65.54,79.74,85.83,12.98,11.56,18.78,23.80,10.16,1001.13,69.27,75.89,85.48,16.71,15.89,16.94,24.63,12.88,1008.42,13.79,P; Tset = 41.20; Ttrue = NaN; T1 = 22.53; RH1 = 15.56; T2 = 24.43; RH2 = 14.02
2017.11.10_00:05:26,62.23,75.79,83.17,13.58,11.19,15.72,23.80,10.01,1001.12,68.08,74.61,76.07,14.75,14.83,16.45,24.63,12.72,1008.44,13.61,P; Tset = 41.40; Ttrue = NaN; T1 = 22.52; RH1 = 15.38; T2 = 24.43; RH2 = 13.84
2017.11.10_00:06:26,63.69,65.28,76.19,13.78,10.46,13.74,23.79,9.82,1001.16,67.53,69.78,70.30,14.71,14.44,17.21,24.61,12.52,1008.46,13.42,P; Tset = 41.40; Ttrue = NaN; T1 = 22.52; RH1 = 15.14; T2 = 24.42; RH2 = 13.64
2017.11.10_00:07:26,56.71,60.44,71.75,16.65,11.31,14.03,23.78,9.63,1001.17,60.05,60.01,64.49,16.09,15.10,17.55,24.61,12.33,1008.50,13.19,P; Tset = 41.60; Ttrue = NaN; T1 = 22.51; RH1 = 14.88; T2 = 24.42; RH2 = 13.42
2017.11.10_00:08:26,73.29,60.17,64.68,12.01,10.04,13.49,23.78,9.47,1001.25,60.92,58.37,69.28,11.39,15.85,14.43,24.61,12.15,1008.57,13.00,P; Tset = 41.60; Ttrue = NaN; T1 = 22.50; RH1 = 14.68; T2 = 24.41; RH2 = 13.22
2017.11.10_00:09:26,60.07,57.13,64.12,12.21,9.96,13.96,23.78,9.33,1001.22,68.40,63.77,73.94,13.01,14.36,13.73,24.61,11.99,1008.53,12.85,P; Tset = 41.80; Ttrue = NaN; T1 = 22.50; RH1 = 14.51; T2 = 24.40; RH2 = 13.07
2017.11.10_00:10:26,60.92,55.76,57.19,11.31,16.02,15.11,23.77,9.16,1001.32,62.07,63.03,70.34,10.51,13.66,13.53,24.61,11.83,1008.60,12.66,P; Tset = 41.80; Ttrue = NaN; T1 = 22.49; RH1 = 14.29; T2 = 24.39; RH2 = 12.90
2017.11.10_00:11:26,63.76,57.77,58.00,13.21,9.31,10.27,23.76,9.05,1001.33,54.54,64.61,64.25,11.10,12.22,14.51,24.61,11.68,1008.62,12.52,P; Tset = 42.00; Ttrue = NaN; T1 = 22.48; RH1 = 14.15; T2 = 24.39; RH2 = 12.76
2017.11.10_00:12:26,53.19,57.50,50.70,12.26,11.36,13.61,23.76,8.93,1001.35,53.51,53.53,62.84,11.54,12.80,15.36,24.59,11.56,1008.68,12.41,P; Tset = 42.20; Ttrue = NaN; T1 = 22.47; RH1 = 14.01; T2 = 24.38; RH2 = 12.65
2017.11.10_00:13:26,49.14,49.22,51.35,12.46,9.32,10.75,23.76,8.80,1001.30,59.91,51.12,52.43,11.75,14.43,14.33,24.59,11.41,1008.62,12.25,P; Tset = 42.20; Ttrue = NaN; T1 = 22.46; RH1 = 13.84; T2 = 24.37; RH2 = 12.48
2017.11.10_00:14:26,48.93,47.94,49.12,10.54,8.91,10.93,23.76,8.65,1001.32,48.21,47.48,51.04,9.09,12.18,13.06,24.59,11.26,1008.62,12.08,P; Tset = 42.40; Ttrue = NaN; T1 = 22.46; RH1 = 13.65; T2 = 24.36; RH2 = 12.33
2017.11.10_00:15:26,48.30,47.70,47.36,12.48,7.83,12.27,23.74,8.54,1001.35,52.69,45.17,42.02,10.10,15.63,14.36,24.59,11.13,1008.62,11.94,P; Tset = 42.40; Ttrue = NaN; T1 = 22.45; RH1 = 13.51; T2 = 24.35; RH2 = 12.17
2017.11.10_00:16:26,48.37,44.84,47.47,12.31,9.75,11.35,23.74,8.42,1001.32,52.17,52.54,48.36,10.46,13.37,16.46,24.57,11.00,1008.66,11.81,P; Tset = 42.60; Ttrue = NaN; T1 = 22.43; RH1 = 13.34; T2 = 24.34; RH2 = 12.05
2017.11.10_00:17:26,59.46,54.48,49.64,13.05,10.98,13.13,23.74,8.26,1001.25,52.93,50.59,52.81,10.68,12.87,12.72,24.57,10.85,1008.64,11.64,P; Tset = 42.60; Ttrue = NaN; T1 = 22.43; RH1 = 13.13; T2 = 24.33; RH2 = 11.90
2017.11.10_00:18:26,56.86,55.06,48.86,14.20,8.72,12.68,23.74,8.14,1001.38,49.07,41.91,47.25,9.74,11.61,12.34,24.56,10.71,1008.73,11.48,P; Tset = 42.80; Ttrue = NaN; T1 = 22.42; RH1 = 12.95; T2 = 24.33; RH2 = 11.74
2017.11.10_00:19:26,46.53,48.94,44.67,11.24,8.68,9.29,23.72,8.03,1001.48,43.99,39.61,49.79,11.04,13.38,13.32,24.55,10.57,1008.83,11.36,P; Tset = 42.80; Ttrue = NaN; T1 = 22.40; RH1 = 12.84; T2 = 24.32; RH2 = 11.60
2017.11.10_00:20:26,44.94,46.28,45.65,10.87,9.77,11.00,23.72,7.94,1001.52,45.54,58.59,43.46,11.71,12.52,11.00,24.55,10.46,1008.82,11.26,P; Tset = 43.00; Ttrue = NaN; T1 = 22.40; RH1 = 12.75; T2 = 24.31; RH2 = 11.48
2017.11.10_00:21:26,47.87,43.39,45.28,11.63,7.95,12.19,23.72,7.88,1001.57,50.25,45.67,45.19,10.71,14.45,12.37,24.55,10.37,1008.87,11.19,P; Tset = 43.00; Ttrue = NaN; T1 = 22.39; RH1 = 12.67; T2 = 24.31; RH2 = 11.40
