2017.11.06_04:54:50,506.15,702.16,878.32,79.16,84.65,99.26,22.23,12.21,969.85,531.52,698.97,844.18,74.71,85.12,98.65,23.17,14.26,976.79,17.00,P; Tset = 15.60; Ttrue = NaN; T1 = 21.02; RH1 = 18.83; T2 = 22.91; RH2 = 16.66
2017.11.06_06:26:50,527.34,736.39,923.25,78.33,87.34,103.02,21.48,13.95,1003.14,561.86,730.40,885.59,78.54,87.66,103.27,22.36,15.58,1010.16,18.48,P; Tset = 39.20; Ttrue = NaN; T1 = 20.09; RH1 = 21.33; T2 = 22.10; RH2 = 18.69
2017.11.06_06:27:50,533.06,732.21,918.70,79.58,87.83,103.19,21.47,13.91,1003.15,548.09,725.07,872.23,76.08,88.92,101.42,22.35,15.55,1010.15,18.43,P; Tset = 39.20; Ttrue = NaN; T1 = 20.08; RH1 = 21.28; T2 = 22.09; RH2 = 18.64
2017.11.06_06:28:50,527.41,736.99,925.80,80.73,87.11,102.90,21.46,13.90,1003.12,560.38,733.06,877.35,75.48,88.30,101.30,22.33,15.54,1010.12,18.42,P; Tset = 39.40; Ttrue = NaN; T1 = 20.06; RH1 = 21.27; T2 = 22.08; RH2 = 18.64
2017.11.06_06:29:50,534.70,735.79,920.38,82.70,89.45,103.86,21.45,13.90,1003.10,561.49,735.39,881.95,79.60,89.68,100.96,22.32,15.53,1010.10,18.43,P; Tset = 39.60; Ttrue = NaN; T1 = 20.05; RH1 = 21.27; T2 = 22.07; RH2 = 18.63
2017.11.06_06:30:50,528.51,732.07,919.78,80.66,87.72,102.10,21.44,13.90,1003.09,556.49,729.74,884.07,78.02,86.40,100.87,22.30,15.53,1010.08,18.44,P; Tset = 39.60; Ttrue = NaN; T1 = 20.04; RH1 = 21.27; T2 = 22.06; RH2 = 18.63
2017.11.06_06:31:50,527.67,735.69,918.63,79.39,88.29,101.24,21.43,13.93,1003.08,558.52,735.99,883.27,77.14,87.38,102.44,22.28,15.54,1010.08,18.47,P; Tset = 39.80; Ttrue = NaN; T1 = 20.02; RH1 = 21.31; T2 = 22.05; RH2 = 18.65
2017.11.06_06:32:50,529.14,735.26,920.88,81.88,88.75,100.88,21.42,13.96,1003.07,553.89,730.89,877.72,77.53,87.06,103.00,22.27,15.57,1010.07,18.50,P; Tset = 40.00; Ttrue = NaN; T1 = 20.01; RH1 = 21.35; T2 = 22.04; RH2 = 18.69
2017.11.06_06:33:50,535.91,739.38,929.48,83.23,88.48,102.53,21.41,13.98,1003.09,560.08,736.80,884.36,77.30,87.83,101.56,22.26,15.57,1010.07,18.52,P; Tset = 40.00; Ttrue = NaN; T1 = 20.00; RH1 = 21.35; T2 = 22.02; RH2 = 18.70
2017.11.06_06:34:50,534.02,747.13,929.66,80.90,90.36,105.03,21.40,13.97,1003.09,562.53,740.89,883.39,77.41,89.06,103.10,22.24,15.57,1010.07,18.52,P; Tset = 40.20; Ttrue = NaN; T1 = 19.99; RH1 = 21.35; T2 = 22.00; RH2 = 18.71
2017.11.06_06:35:50,537.34,744.09,932.67,81.25,89.28,103.46,21.39,13.97,1003.10,571.18,738.38,886.02,78.36,88.95,103.32,22.22,15.57,1010.09,18.51,P; Tset = 40.40; Ttrue = NaN; T1 = 19.98; RH1 = 21.34; T2 = 21.98; RH2 = 18.70
2017.11.06_06:36:50,534.41,738.53,930.48,80.25,89.24,101.96,21.37,13.95,1003.11,558.79,730.15,887.05,78.91,88.84,103.13,22.20,15.56,1010.11,18.50,P; Tset = 40.40; Ttrue = NaN; T1 = 19.96; RH1 = 21.33; T2 = 21.95; RH2 = 18.70
2017.11.06_06:37:50,543.52,743.93,933.27,82.77,89.79,104.93,21.35,13.95,1003.12,562.39,735.58,888.23,77.82,89.34,101.58,22.18,15.53,1010.13,18.48,P; Tset = 40.60; Ttrue = NaN; T1 = 19.95; RH1 = 21.30; T2 = 21.92; RH2 = 18.67
2017.11.06_06:38:50,532.87,739.16,924.82,79.41,87.72,103.40,21.34,13.94,1003.14,559.36,739.11,880.08,77.99,87.00,102.14,22.16,15.53,1010.12,18.49,P; Tset = 40.80; Ttrue = NaN; T1 = 19.94; RH1 = 21.30; T2 = 21.90; RH2 = 18.67
2017.11.06_06:39:50,530.96,743.40,927.49,84.33,90.10,102.54,21.32,13.91,1003.15,563.85,741.55,884.63,77.43,87.70,101.94,22.14,15.51,1010.13,18.46,P; Tset = 40.80; Ttrue = NaN; T1 = 19.93; RH1 = 21.26; T2 = 21.88; RH2 = 18.65
2017.11.06_06:40:50,531.06,742.46,921.26,82.19,89.65,103.23,21.29,13.90,1003.17,556.96,734.88,883.94,78.16,88.09,101.58,22.13,15.49,1010.13,18.45,P; Tset = 41.00; Ttrue = NaN; T1 = 19.91; RH1 = 21.25; T2 = 21.87; RH2 = 18.64
2017.11.06_06:41:50,534.73,731.02,921.32,82.71,88.25,101.78,21.28,13.93,1003.17,561.49,739.37,883.91,77.71,87.84,102.05,22.12,15.51,1010.12,18.46,P; Tset = 41.00; Ttrue = NaN; T1 = 19.89; RH1 = 21.29; T2 = 21.86; RH2 = 18.65
2017.11.06_06:42:50,530.48,736.77,918.41,80.46,88.09,105.29,21.25,13.98,1003.17,561.72,732.34,885.93,78.41,85.99,101.43,22.11,15.55,1010.12,18.53,P; Tset = 41.20; Ttrue = NaN; T1 = 19.88; RH1 = 21.37; T2 = 21.85; RH2 = 18.72
2017.11.06_06:43:50,539.70,744.95,930.52,80.91,87.25,101.86,21.24,14.02,1003.17,563.78,741.32,885.75,77.22,86.83,101.46,22.10,15.59,1010.14,18.59,P; Tset = 41.40; Ttrue = NaN; T1 = 19.87; RH1 = 21.43; T2 = 21.83; RH2 = 18.79
2017.11.06_06:44:50,532.83,742.32,925.13,81.75,90.47,102.71,21.23,14.02,1003.18,561.67,741.25,887.19,78.87,88.55,103.48,22.08,15.59,1010.14,18.60,P; Tset = 41.40; Ttrue = NaN; T1 = 19.85; RH1 = 21.43; T2 = 21.83; RH2 = 18.81
2017.11.06_06:45:50,531.60,739.15,924.14,83.38,88.51,102.44,21.21,14.02,1003.19,561.59,746.32,883.35,76.61,88.64,101.54,22.08,15.59,1010.15,18.58,P; Tset = 41.60; Ttrue = NaN; T1 = 19.84; RH1 = 21.42; T2 = 21.81; RH2 = 18.79
2017.11.06_06:46:50,538.68,742.07,928.45,84.11,88.99,102.56,21.20,14.03,1003.19,560.58,749.97,893.03,78.13,90.04,102.02,22.06,15.59,1010.16,18.58,P; Tset = 41.60; Ttrue = NaN; T1 = 19.82; RH1 = 21.42; T2 = 21.81; RH2 = 18.79
2017.11.06_06:47:50,535.42,741.40,926.73,81.80,88.00,102.59,21.19,14.03,1003.17,556.56,740.74,889.40,78.36,89.91,103.34,22.04,15.59,1010.16,18.59,P; Tset = 41.80; Ttrue = NaN; T1 = 19.81; RH1 = 21.43; T2 = 21.80; RH2 = 18.78
2017.11.06_06:48:50,534.85,735.86,928.62,79.94,88.09,101.44,21.18,14.07,1003.15,556.56,739.09,887.25,76.93,87.24,102.81,22.03,15.62,1010.17,18.64,P; Tset = 42.00; Ttrue = NaN; T1 = 19.79; RH1 = 21.49; T2 = 21.79; RH2 = 18.83
2017.11.06_06:49:50,534.28,738.97,925.02,84.46,90.96,101.63,21.17,14.13,1003.12,560.88,739.52,885.32,78.21,89.26,103.46,22.01,15.67,1010.13,18.72,P; Tset = 42.00; Ttrue = NaN; T1 = 19.77; RH1 = 21.59; T2 = 21.78; RH2 = 18.90
2017.11.06_06:50:50,532.31,739.36,924.56,80.67,89.77,102.73,21.16,14.18,1003.11,560.04,738.18,883.66,77.68,88.36,103.62,22.00,15.72,1010.11,18.77,P; Tset = 42.20; Ttrue = NaN; T1 = 19.76; RH1 = 21.65; T2 = 21.76; RH2 = 18.94
2017.11.06_06:51:50,536.42,741.07,924.66,79.95,88.68,103.33,21.14,14.22,1003.11,561.81,739.93,886.69,76.76,86.96,101.86,21.99,15.74,1010.09,18.81,P; Tset = 42.20; Ttrue = NaN; T1 = 19.75; RH1 = 21.69; T2 = 21.75; RH2 = 18.98
2017.11.06_06:52:50,532.92,737.75,924.88,81.18,87.17,103.40,21.13,14.23,1003.11,562.94,734.73,890.30,77.88,88.09,102.27,21.98,15.77,1010.08,18.82,P; Tset = 42.40; Ttrue = NaN; T1 = 19.74; RH1 = 21.71; T2 = 21.73; RH2 = 19.00
2017.11.06_06:53:50,537.97,745.32,927.42,81.23,87.48,101.76,21.12,14.24,1003.11,561.83,736.89,888.13,78.52,87.77,102.00,21.96,15.76,1010.08,18.80,P; Tset = 42.40; Ttrue = NaN; T1 = 19.73; RH1 = 21.67; T2 = 21.72; RH2 = 18.99
2017.11.06_06:54:50,538.29,742.92,928.26,81.08,89.40,103.97,21.11,14.21,1003.12,567.11,740.27,887.24,77.54,89.76,102.77,21.95,15.74,1010.08,18.77,P; Tset = 42.60; Ttrue = NaN; T1 = 19.72; RH1 = 21.64; T2 = 21.71; RH2 = 18.96
2017.11.06_06:55:50,534.75,738.11,925.39,79.73,87.07,101.59,21.10,14.19,1003.13,561.22,734.48,886.96,77.18,87.09,102.61,21.93,15.73,1010.11,18.77,P; Tset = 42.80; Ttrue = NaN; T1 = 19.71; RH1 = 21.63; T2 = 21.69; RH2 = 18.94
2017.11.06_06:56:50,540.28,739.89,929.31,79.90,87.69,103.30,21.09,14.18,1003.16,569.23,739.36,881.25,78.98,86.96,104.88,21.91,15.71,1010.12,18.74,P; Tset = 42.80; Ttrue = NaN; T1 = 19.70; RH1 = 21.60; T2 = 21.67; RH2 = 18.91
2017.11.06_06:57:50,536.25,742.90,930.84,81.50,89.76,104.35,21.08,14.17,1003.19,560.23,734.66,884.04,82.65,87.48,102.78,21.89,15.71,1010.15,18.75,P; Tset = 43.00; Ttrue = NaN; T1 = 19.69; RH1 = 21.60; T2 = 21.65; RH2 = 18.91
2017.11.06_06:58:50,532.08,735.66,925.61,81.80,89.61,105.73,21.06,14.17,1003.21,559.79,738.97,887.97,75.88,90.98,101.94,21.87,15.70,1010.17,18.75,P; Tset = 43.00; Ttrue = NaN; T1 = 19.67; RH1 = 21.60; T2 = 21.63; RH2 = 18.91
