2017.11.12_05:07:08,115.04,152.21,191.68,23.37,27.06,31.10,21.59,6.72,968.41,118.66,154.88,190.46,27.74,31.35,34.91,22.47,8.91,975.29,11.00,P; Tset = 16.80; Ttrue = NaN; T1 = 20.25; RH1 = 12.17; T2 = 22.46; RH2 = 10.68
2017.11.12_06:39:08,120.01,165.84,210.74,25.15,28.04,33.61,20.05,8.25,1002.26,129.68,166.34,206.11,26.63,33.21,36.98,20.89,9.90,1009.06,12.23,P; Tset = 40.00; Ttrue = NaN; T1 = 18.53; RH1 = 14.22; T2 = 20.80; RH2 = 12.23
2017.11.12_06:40:08,118.19,161.76,205.16,26.42,30.63,32.36,20.04,8.34,1002.24,125.93,167.71,198.93,25.83,30.27,36.56,20.87,9.98,1009.03,12.33,P; Tset = 40.20; Ttrue = NaN; T1 = 18.51; RH1 = 14.34; T2 = 20.78; RH2 = 12.34
2017.11.12_06:41:08,122.22,164.37,210.11,26.16,29.66,32.61,20.02,8.40,1002.22,135.97,165.14,206.50,26.23,30.67,36.31,20.85,10.03,1009.02,12.41,P; Tset = 40.40; Ttrue = NaN; T1 = 18.48; RH1 = 14.42; T2 = 20.75; RH2 = 12.42
2017.11.12_06:42:08,122.19,165.98,209.64,26.74,27.97,33.70,20.00,8.48,1002.24,128.95,166.13,203.30,26.42,30.91,36.33,20.81,10.10,1009.04,12.50,P; Tset = 40.40; Ttrue = NaN; T1 = 18.45; RH1 = 14.54; T2 = 20.73; RH2 = 12.51
2017.11.12_06:43:08,126.24,165.66,210.09,24.86,28.12,33.60,19.98,8.59,1002.26,133.27,167.14,204.64,26.68,32.22,35.33,20.79,10.19,1009.05,12.63,P; Tset = 40.60; Ttrue = NaN; T1 = 18.42; RH1 = 14.70; T2 = 20.72; RH2 = 12.63
2017.11.12_06:44:08,122.29,166.95,212.24,26.01,27.86,34.09,19.96,8.66,1002.31,129.03,164.58,201.47,25.81,31.28,35.23,20.76,10.26,1009.09,12.74,P; Tset = 40.80; Ttrue = NaN; T1 = 18.40; RH1 = 14.80; T2 = 20.70; RH2 = 12.74
2017.11.12_06:45:08,121.76,171.31,215.18,25.05,28.38,35.01,19.94,8.73,1002.37,130.67,167.44,209.71,25.77,32.04,36.90,20.74,10.32,1009.14,12.81,P; Tset = 40.80; Ttrue = NaN; T1 = 18.38; RH1 = 14.88; T2 = 20.69; RH2 = 12.80
2017.11.12_06:46:08,129.09,173.49,214.73,28.30,32.93,35.22,19.91,8.80,1002.43,153.71,177.34,210.53,26.38,31.47,37.40,20.71,10.38,1009.18,12.90,P; Tset = 41.00; Ttrue = NaN; T1 = 18.37; RH1 = 14.97; T2 = 20.68; RH2 = 12.88
2017.11.12_06:47:08,132.28,172.20,211.71,26.73,30.05,34.67,19.87,8.85,1002.46,132.13,169.83,211.65,26.44,32.83,38.48,20.69,10.43,1009.22,12.96,P; Tset = 41.20; Ttrue = NaN; T1 = 18.35; RH1 = 15.04; T2 = 20.67; RH2 = 12.94
2017.11.12_06:48:08,128.59,171.33,217.15,29.86,29.50,35.66,19.84,8.87,1002.45,135.35,169.46,205.89,27.02,31.04,36.32,20.68,10.46,1009.24,12.98,P; Tset = 41.20; Ttrue = NaN; T1 = 18.33; RH1 = 15.06; T2 = 20.65; RH2 = 12.97
2017.11.12_06:49:08,123.32,167.02,212.16,24.57,28.20,35.73,19.82,8.90,1002.47,131.13,172.00,210.84,26.72,30.98,36.03,20.65,10.48,1009.24,13.00,P; Tset = 41.40; Ttrue = NaN; T1 = 18.31; RH1 = 15.09; T2 = 20.61; RH2 = 13.00
2017.11.12_06:50:08,125.32,165.61,210.30,26.35,27.87,34.94,19.80,8.91,1002.50,130.93,167.77,202.74,26.12,32.94,36.71,20.64,10.48,1009.26,12.99,P; Tset = 41.40; Ttrue = NaN; T1 = 18.30; RH1 = 15.08; T2 = 20.57; RH2 = 13.00
2017.11.12_06:51:08,124.71,167.06,211.12,28.77,28.06,35.12,19.79,8.91,1002.52,134.58,171.67,205.73,26.01,32.24,35.84,20.62,10.49,1009.30,12.98,P; Tset = 41.60; Ttrue = NaN; T1 = 18.28; RH1 = 15.08; T2 = 20.53; RH2 = 13.00
2017.11.12_06:52:08,124.02,165.69,213.61,27.55,27.46,33.38,19.77,8.88,1002.54,130.25,165.89,206.16,27.65,32.44,37.50,20.60,10.48,1009.32,12.94,P; Tset = 41.80; Ttrue = NaN; T1 = 18.25; RH1 = 15.03; T2 = 20.51; RH2 = 12.98
2017.11.12_06:53:08,123.25,168.91,211.50,26.07,28.04,33.43,19.76,8.83,1002.55,129.47,164.73,202.77,26.98,30.95,36.57,20.58,10.43,1009.34,12.88,P; Tset = 41.80; Ttrue = NaN; T1 = 18.22; RH1 = 14.95; T2 = 20.49; RH2 = 12.92
2017.11.12_06:54:08,123.60,164.64,209.55,27.64,29.81,33.95,19.75,8.81,1002.56,129.83,167.04,205.73,27.04,36.83,37.38,20.55,10.40,1009.31,12.85,P; Tset = 42.00; Ttrue = NaN; T1 = 18.20; RH1 = 14.92; T2 = 20.47; RH2 = 12.88
2017.11.12_06:55:08,121.63,163.84,210.50,26.06,30.37,34.27,19.73,8.80,1002.52,127.34,160.18,199.90,26.14,31.51,37.41,20.52,10.39,1009.29,12.83,P; Tset = 42.00; Ttrue = NaN; T1 = 18.17; RH1 = 14.89; T2 = 20.45; RH2 = 12.85
2017.11.12_06:56:08,118.58,162.51,205.64,25.79,27.32,32.18,19.71,8.74,1002.49,124.20,164.29,197.93,25.69,31.04,37.09,20.49,10.34,1009.24,12.78,P; Tset = 42.20; Ttrue = NaN; T1 = 18.15; RH1 = 14.80; T2 = 20.43; RH2 = 12.80
2017.11.12_06:57:08,118.77,165.01,204.41,26.26,30.78,31.99,19.69,8.65,1002.45,131.23,166.79,201.81,25.32,30.43,35.53,20.47,10.27,1009.21,12.68,P; Tset = 42.40; Ttrue = NaN; T1 = 18.13; RH1 = 14.67; T2 = 20.42; RH2 = 12.71
2017.11.12_06:58:08,120.64,163.44,208.04,24.21,26.42,34.35,19.68,8.60,1002.44,128.14,164.72,201.90,25.52,34.49,36.24,20.45,10.21,1009.20,12.61,P; Tset = 42.40; Ttrue = NaN; T1 = 18.11; RH1 = 14.60; T2 = 20.41; RH2 = 12.63
2017.11.12_06:59:08,119.95,164.08,208.01,25.70,27.75,33.98,19.65,8.58,1002.45,132.05,164.46,206.39,26.36,31.81,37.59,20.44,10.19,1009.21,12.59,P; Tset = 42.60; Ttrue = NaN; T1 = 18.09; RH1 = 14.59; T2 = 20.39; RH2 = 12.60
2017.11.12_07:00:08,120.44,168.49,211.60,28.17,30.11,34.06,19.61,8.61,1002.49,134.44,168.92,203.55,26.43,33.51,39.68,20.42,10.19,1009.25,12.61,P; Tset = 42.60; Ttrue = NaN; T1 = 18.07; RH1 = 14.62; T2 = 20.38; RH2 = 12.62
2017.11.12_07:01:08,121.89,168.08,210.50,26.83,28.47,35.72,19.58,8.63,1002.54,133.92,163.44,202.55,26.59,31.71,37.58,20.41,10.21,1009.30,12.65,P; Tset = 42.80; Ttrue = NaN; T1 = 18.06; RH1 = 14.67; T2 = 20.35; RH2 = 12.67
2017.11.12_07:02:08,124.09,168.02,212.55,24.69,28.14,35.28,19.55,8.65,1002.59,131.97,165.75,207.37,27.83,33.59,36.62,20.39,10.22,1009.34,12.66,P; Tset = 43.00; Ttrue = NaN; T1 = 18.04; RH1 = 14.69; T2 = 20.32; RH2 = 12.69
2017.11.12_07:03:08,130.24,171.70,219.99,26.87,29.73,34.14,19.53,8.66,1002.65,137.70,172.63,213.20,27.45,31.64,37.13,20.36,10.23,1009.40,12.67,P; Tset = 43.00; Ttrue = NaN; T1 = 18.01; RH1 = 14.71; T2 = 20.28; RH2 = 12.70
